,labels
6189,1
6190,1
6194,1
6195,1
6197,2
6199,1
6201,2
6202,2
6203,2
6204,1
6206,1
6210,1
6211,2
6212,2
6213,2
6214,1
6215,1
6216,1
6222,2
6227,1
6228,2
6229,1
6231,3
6232,2
6233,1
6237,2
6239,1
6241,1
6242,1
6243,1
6245,2
6247,1
6252,3
6253,1
6254,1
6260,1
6262,1
6266,1
6270,1
6271,1
6273,1
6274,2
6275,1
6277,2
6278,1
6279,1
6281,1
6283,1
6284,1
6285,1
6286,3
6291,2
6293,1
6295,2
6296,1
6297,2
6299,2
6303,1
6305,1
6307,1
6308,1
6310,1
6311,3
6312,1
6314,2
6315,2
6317,2
6318,1
6320,2
6329,1
6330,2
6332,1
6335,1
6337,2
6338,2
6340,2
6342,1
6344,2
6346,1
6347,1
6348,1
6349,1
6357,1
6360,1
6361,2
6362,1
6366,3
6368,1
6369,1
6371,1
6374,1
6375,1
6377,1
6381,2
6382,2
6383,1
6384,1
6390,1
6391,1
6392,2
6396,1
6398,1
6399,2
6401,2
6402,2
6403,1
6404,1
6405,1
6407,2
6408,1
6409,2
6411,3
6412,1
6413,1
6414,2
6416,2
6417,2
6418,2
6420,2
6422,1
6423,1
6425,2
6426,2
6427,1
6432,1
6433,1
6434,2
6436,1
6441,2
6442,1
6443,1
6446,1
6447,2
6449,1
6450,1
6452,1
6453,2
6454,1
6455,1
6457,2
6460,1
6462,1
6464,1
6468,1
6469,1
6470,2
6472,1
6473,2
6477,2
6480,1
6481,1
6484,1
6485,2
6486,3
6489,2
6493,1
6494,1
6496,1
6497,1
6498,1
6501,2
6502,1
6505,2
6508,2
6509,2
6513,1
6515,2
6516,1
6517,2
6519,1
6522,1
6524,1
6525,3
6526,1
6528,2
6530,1
6531,2
6533,2
6537,2
6538,2
6542,2
6546,1
6547,1
6550,1
6552,2
6553,1
6554,1
6558,1
6560,2
6561,1
6562,2
6566,1
6567,1
6568,1
6570,2
6571,1
6574,2
6578,1
6584,2
6585,1
6586,1
6587,1
6589,2
6590,2
6593,2
6594,3
6595,1
6597,2
6598,1
6600,2
6603,1
6607,1
6609,1
6610,1
6613,2
6615,2
6616,1
6623,1
6624,1
6625,1
6626,1
6632,3
6633,1
6636,2
6639,1
6640,1
6642,2
6646,1
6653,1
6656,1
6657,2
6662,1
6664,1
6665,1
6667,2
6668,1
6669,1
6671,2
6673,2
6677,2
6678,1
6680,1
6683,1
6685,1
6687,2
6689,2
6691,2
6692,1
6695,1
6696,1
6697,1
6699,2
6700,1
6701,1
6702,1
6704,2
6706,1
6707,2
6708,1
6709,3
6710,1
6714,1
6717,1
6718,1
6719,3
6721,2
6723,2
6724,1
6726,2
6730,2
6731,1
6734,1
6739,2
6740,2
6741,1
6742,1
6748,1
6750,1
6756,1
6757,1
6758,2
6759,2
6760,3
6762,1
6763,2
6764,1
6765,1
6766,1
6772,1
6774,1
6775,1
6776,1
6778,2
6779,2
6780,1
6781,2
6782,1
6785,1
6786,2
6787,1
6788,1
6789,1
6792,1
6795,2
6796,2
6797,1
6799,1
6800,2
6802,2
6805,2
6808,1
6810,3
6814,2
6815,1
6818,1
6821,1
6822,2
6824,2
6827,2
6829,1
6832,2
6834,1
6838,2
6839,1
6840,1
6842,1
6847,2
6849,2
6851,1
6855,3
6856,2
6857,1
6859,1
6860,2
6863,1
6865,1
6867,1
6869,1
6870,1
6872,2
6873,1
6874,3
6878,1
6879,1
6884,1
6886,1
6887,1
6889,1
6892,1
6894,1
6895,2
6897,1
6898,1
6901,1
6902,2
6906,1
6907,2
6908,1
6909,2
6910,1
6911,1
6913,1
6915,3
6916,2
6917,2
6919,2
6920,1
6922,1
6927,2
6930,1
6931,2
6934,1
6935,2
6938,1
6939,1
6940,1
6941,2
6942,2
6947,1
6948,2
6949,1
6952,1
6953,1
6954,2
6955,1
6958,1
6960,2
6962,2
6964,2
6965,2
6967,1
6968,1
6972,2
6974,1
6975,1
6976,1
6977,1
6982,2
6984,1
6986,2
6987,2
6988,1
6991,1
6992,1
6993,1
6994,1
6995,2
6997,2
7000,1
7001,1
7002,2
7003,2
7006,1
7011,1
7012,1
7014,1
7015,1
7016,2
7021,1
7026,1
7028,2
7030,1
7033,1
7034,2
7038,1
7039,1
7040,1
7041,1
7043,2
7044,2
7045,1
7047,1
7048,2
7050,1
7051,2
7052,2
7058,2
7059,1
7060,2
7061,1
7062,2
7063,1
7064,1
7065,3
7066,2
7067,1
7071,2
7072,3
7074,2
7076,2
7077,2
7079,1
7081,1
7082,2
7083,1
7084,2
7093,2
7094,1
7096,2
7099,3
7104,1
7106,1
7107,2
7109,2
7110,1
7113,2
7116,2
7120,1
7122,3
7123,2
7124,2
7125,1
7128,2
7129,1
7132,3
7133,1
7134,2
7135,2
7136,1
7138,2
7139,2
7140,1
7145,1
7146,1
7149,1
7151,1
7152,1
7155,2
7158,2
7162,2
7163,1
7166,1
7168,2
7169,2
7170,2
7172,1
7173,1
7174,1
7176,2
7177,2
7178,1
7179,1
7185,2
7187,1
7188,2
7189,1
7190,2
7195,1
7197,2
7198,1
7200,1
7202,1
7204,2
7207,1
7208,1
7209,1
7211,2
7213,1
7214,2
7216,1
7217,1
7220,2
7223,2
7224,2
7226,1
7230,2
7233,2
7234,1
7235,1
7236,2
7238,1
7239,1
7243,1
7245,1
7249,1
7251,3
7254,1
7257,1
7261,1
7262,2
7263,1
7264,2
7266,1
7268,1
7270,2
7271,2
7273,1
7274,1
7275,1
7276,1
7277,2
7278,1
7279,1
7281,1
7283,1
7284,2
7286,1
7287,3
7291,1
7293,2
7294,2
7297,1
7299,1
7300,2
7301,2
7302,1
7303,2
7304,1
7306,1
7310,1
7314,2
7315,1
7319,2
7320,1
7324,1
7328,1
7330,2
7331,3
7333,2
7334,2
7338,2
7340,1
7341,1
7343,2
7344,1
7345,1
7346,2
7347,1
7351,2
7353,1
7355,1
7356,2
7358,1
7361,3
7362,3
7363,1
7365,2
7369,2
7370,1
7371,1
7372,1
7375,2
7376,2
7377,2
7378,2
7379,3
7380,1
7381,1
7385,2
7387,1
7388,2
7395,1
7399,1
7400,1
7401,2
7403,1
7404,1
7409,1
7410,1
7412,1
7413,1
7415,2
7421,1
7423,2
7424,2
7426,3
7427,1
7429,1
7430,1
7433,2
7434,1
7435,1
7438,1
7439,1
7440,2
7442,1
7443,1
7444,2
7446,1
7447,1
7450,1
7455,1
7456,2
7457,2
7458,2
7460,1
7464,1
7465,1
7466,1
7467,1
7469,2
7470,1
7471,1
7472,1
7473,1
7474,2
7479,2
7482,2
7484,1
7486,1
7488,1
7489,1
7491,2
7493,1
7494,1
7495,2
7498,1
7500,2
7501,2
7502,2
7505,2
7506,1
7507,1
7508,1
7509,2
7510,1
7512,2
7513,1
7515,1
7519,2
7520,1
7522,1
7524,2
7527,1
7528,1
7532,1
7533,1
7536,2
7538,1
7540,2
7541,1
7546,2
7548,2
7549,1
7551,1
7552,2
7553,1
7554,2
7558,1
7564,1
7565,1
7567,2
7568,2
7570,1
7572,1
7573,2
7576,1
7577,2
7579,1
7587,1
7588,1
7590,2
7591,1
7592,1
7593,1
7599,1
7600,1
7601,1
7605,2
7607,1
7608,2
7609,2
7610,1
7613,2
7617,1
7619,2
7620,1
7626,1
7627,1
7628,2
7630,1
7631,1
7632,2
7636,1
7637,1
7640,3
7644,1
7645,1
7648,2
7651,2
7652,1
7653,1
7654,2
7656,1
7657,1
7658,1
7661,1
7662,2
7664,1
7666,1
7669,2
7670,1
7671,1
7672,2
7673,2
7674,1
7675,1
7676,1
7677,1
7678,2
7682,2
7685,1
7687,2
7688,2
7689,2
7691,2
7692,2
7693,1
7694,1
7695,1
7696,2
7698,1
7700,1
7702,2
7705,1
7706,2
7707,2
7708,1
7713,2
7715,1
7716,1
7717,2
7719,1
7721,1
7723,2
7724,1
7725,2
7726,1
7732,1
7733,1
7735,1
7736,2
7737,1
7738,2
7739,1
7742,2
7746,1
7749,2
7753,2
7756,1
7757,1
7760,1
7761,2
7764,1
7766,1
7771,2
7772,1
7774,2
7776,1
7778,1
7779,1
7780,1
7784,1
7785,1
7787,2
7789,1
7791,1
7793,1
7794,1
7795,2
7796,2
7800,3
7801,1
7805,1
7807,2
7809,2
7810,1
7815,2
7817,2
7818,1
7823,1
7827,2
7828,1
7832,1
7837,1
7839,1
7841,1
7846,1
7853,1
7855,1
7856,1
7857,1
7858,2
7860,1
7861,2
7864,1
7865,1
7866,2
7867,2
7868,1
7869,2
7870,1
7873,1
7877,1
7880,2
7881,1
7882,2
7883,1
7884,3
7885,1
7891,1
7892,1
7893,1
7895,2
7896,2
7898,2
7899,2
7901,1
7905,2
7907,1
7909,2
7914,2
7915,3
7916,1
7918,1
7927,1
7928,1
7929,1
7930,1
7932,2
7933,2
7934,2
7941,1
7942,1
7943,1
7945,1
7947,1
7949,1
7950,1
7952,1
7954,1
7955,2
7958,1
7959,2
7960,1
7961,2
7964,2
7966,1
7967,1
7969,2
7973,2
7974,2
7976,1
7977,1
7978,2
7980,2
7984,2
7987,1
7990,1
7991,1
7992,1
7998,1
7999,1
8000,1
8002,2
8004,1
8005,3
8009,1
8010,1
8011,1
8012,1
8014,1
8016,3
8019,1
8020,2
8024,1
8028,1
8029,1
8031,2
8034,1
8035,1
8040,1
8042,2
8043,1
8049,2
8050,2
8053,1
8055,1
8056,1
8057,1
8058,1
8059,2
8063,1
8066,2
8067,2
8068,2
8070,1
8072,1
8074,1
8076,2
8078,1
8079,1
8080,2
8082,1
8086,1
8089,1
8092,2
8093,1
8095,2
8096,1
8097,1
8099,2
8102,1
8104,1
8105,1
8107,1
8112,1
8113,1
8114,1
8115,1
8116,2
8117,2
8118,2
8119,1
8122,2
8123,1
8124,1
8125,2
8126,1
8129,1
8132,2
8133,2
8135,1
8138,1
8139,1
8140,1
8141,1
8143,2
8145,1
8150,1
8153,2
8155,2
8156,2
8157,1
8159,1
8160,2
8161,1
8165,1
8169,2
8172,3
8173,1
8175,1
8176,1
8178,2
8180,2
8181,2
8182,2
8183,2
8186,1
8190,1
8191,1
8194,1
8198,1
8199,2
8200,2
8201,1
8202,1
8203,1
8206,1
8208,2
8209,2
8210,1
8211,2
8214,2
8215,2
8217,2
8218,1
8222,1
8223,1
8224,1
8226,1
8229,1
8230,3
8231,1
8232,1
8238,1
8242,1
8243,1
8244,1
8246,1
8247,1
8248,1
8249,2
8250,2
8251,2
8253,1
8256,2
8257,2
8259,1
8260,1
8266,2
8271,2
8272,2
8273,2
8274,1
8276,1
8279,2
8280,1
8283,1
8284,2
8285,1
8286,1
8289,2
8291,2
8292,1
8293,2
8298,1
8299,3
8300,1
8301,2
8305,2
8307,2
8308,1
8313,1
8315,1
8318,1
8320,2
8321,1
8322,2
8323,1
8329,1
8332,1
8335,2
8338,2
8339,1
8340,1
8341,2
8343,1
8344,1
8346,1
8350,2
8352,1
8353,1
8358,2
8362,1
8364,2
8368,1
8370,3
8371,1
8372,1
8373,2
8374,1
8376,1
8378,2
8381,1
8382,1
8383,2
8384,1
8387,1
8389,1
8390,1
8391,2
8392,2
8393,3
8394,1
8395,1
8396,2
8398,1
8399,1
8410,1
8411,1
8412,1
8413,1
8414,1
8417,2
8419,1
8420,2
8421,1
8422,1
8424,2
8425,1
8426,1
8427,1
8431,1
8434,1
8438,1
8442,1
8445,2
8450,1
8452,1
8454,1
8461,3
8462,2
8465,2
8466,2
8468,3
8469,1
8471,1
8472,1
8473,1
8475,2
8477,1
8478,1
8479,1
8481,1
8483,1
8485,2
8492,1
8493,1
8495,2
8499,1
8500,1
8501,2
8504,1
8507,1
8508,2
8510,1
8511,1
8514,1
8517,1
8519,3
8520,2
8522,2
8523,2
8524,1
8528,2
8529,1
8530,1
8531,2
8533,2
8534,2
8536,1
8539,3
8541,1
8545,1
8546,2
8547,2
8551,1
8552,1
8553,1
8554,1
8555,2
8557,1
8559,1
8561,1
8562,1
8564,1
8566,3
8567,2
8568,1
8569,1
8576,1
8577,1
8583,2
8584,1
8585,1
8586,1
8587,1
8588,1
8589,1
8591,1
8599,1
8600,2
8604,1
8605,1
8607,2
8609,2
8610,1
8612,3
8613,2
8614,1
8615,2
8616,2
8620,1
8621,2
8627,2
8628,1
8629,1
8630,3
8631,1
8632,2
8636,1
8637,2
8638,1
8640,2
8643,1
8646,2
8647,1
8649,2
8650,1
8651,2
8652,1
8653,1
8656,1
8658,2
8660,2
8664,2
8666,1
8669,2
8670,1
8671,1
8674,1
8676,1
8679,2
8684,1
8685,2
8690,2
8692,2
8693,2
8698,1
8700,1
8701,2
8703,1
8704,1
8707,1
8708,1
8709,1
8710,2
8712,1
8713,1
8721,1
8724,1
8725,1
8726,2
8727,3
8728,1
8729,1
8732,1
8735,1
8736,1
8737,1
8738,1
8741,1
8743,1
8744,1
8745,1
8746,2
8747,3
8748,2
8750,1
8751,1
8754,2
8765,1
8766,3
8767,1
8770,1
8773,1
8775,1
8777,1
8778,3
8779,2
8783,1
8785,2
8786,1
8791,2
8793,1
8796,2
8798,2
8799,1
8800,2
8802,1
8803,2
8806,2
8807,1
8808,1
8809,1
8811,1
8818,2
8820,2
8823,2
8824,1
8827,1
8828,2
8829,1
8830,2
8834,1
8835,1
8836,2
8837,1
8841,2
8842,2
8843,3
8844,1
8847,2
8850,1
8852,1
8857,1
8861,2
8862,1
8863,2
8865,2
8866,2
8868,1
8874,2
8875,1
8876,1
8879,1
8881,1
8886,1
8887,2
8891,1
8892,1
8894,1
8895,2
8897,1
8898,1
8901,2
8902,2
8903,2
8904,1
8906,2
8907,1
8908,1
8910,1
8911,2
8912,1
8915,1
8916,1
8918,1
8919,1
8920,1
8924,3
8926,2
8928,1
8929,2
8930,1
8931,2
8934,2
8936,1
8937,3
8938,3
8939,2
8940,2
8943,2
8944,1
8945,1
8946,1
8947,1
8949,2
8951,2
8955,2
8956,1
8957,1
8958,1
8960,2
8963,1
8965,1
8967,1
8968,1
8970,1
8972,2
8973,3
8975,1
8977,2
8978,1
8981,1
8982,1
8983,1
8985,1
8986,1
8987,1
8989,2
8991,1
8992,2
8995,2
9001,2
9002,1
9003,1
9007,1
9010,1
9011,1
9013,2
9014,1
9016,1
9017,2
9023,1
9025,1
9026,2
9028,1
9034,1
9035,1
9036,1
9037,2
9038,2
9040,1
9043,2
9044,1
9047,2
9048,1
9049,2
9051,1
9053,2
9054,1
9055,1
9056,2
9060,2
9061,1
9064,2
9068,1
9069,1
9073,2
9077,2
9078,1
9081,1
9082,1
9084,1
9087,2
9090,2
9091,2
9093,1
9095,1
9096,2
9098,1
9101,2
9103,1
9105,1
9106,1
9107,1
9109,1
9111,1
9112,1
9114,2
9118,2
9120,1
9123,1
9124,1
9126,1
9129,2
9132,1
9134,1
9138,2
9139,1
9140,2
9146,2
9156,2
9159,1
9160,1
9161,1
9162,2
9164,1
9165,1
9166,1
9172,1
9175,1
9176,1
9177,1
9178,2
9180,1
9181,1
9182,1
9183,3
9185,1
9186,2
9190,1
9195,3
9196,2
9197,1
9199,2
9202,2
9203,1
9204,2
9206,1
9207,1
9209,2
9211,1
9214,1
9215,1
9216,1
9218,1
9220,2
9222,2
9223,1
9224,1
9225,2
9226,1
9228,1
9230,1
9231,2
9232,2
9233,1
9234,1
9239,1
9240,2
9241,1
9244,1
9246,1
9247,2
9248,2
9249,2
9258,1
9259,1
9262,2
9265,1
9266,2
9272,2
9274,1
9275,2
9278,1
9280,1
9282,1
9285,2
9286,3
9287,3
9289,1
9290,2
9291,1
9293,1
9294,2
9295,1
9296,1
9301,1
9302,1
9303,1
9304,1
9306,1
9307,1
9308,1
9312,2
9313,1
9316,1
9318,1
9319,2
9320,2
9321,2
9326,1
9327,2
9329,1
9330,2
9331,2
9332,2
9334,2
9340,3
9341,1
9345,1
9346,1
9347,1
9349,1
9351,2
9353,2
9354,2
9357,1
9358,1
9359,1
9360,2
9364,1
9366,1
9368,1
9374,2
9376,1
9378,1
9379,2
9380,1
9385,2
9386,3
9388,1
9391,1
9394,1
9397,1
9400,2
9401,1
9404,2
9405,2
9408,1
9409,2
9410,1
9413,1
9414,2
9417,2
9419,3
9420,1
9421,2
9422,2
9425,1
9430,1
9431,2
9433,1
9435,2
9439,2
9442,2
9447,1
9448,1
9452,2
9453,1
9455,1
9457,1
9458,1
9459,2
9460,2
9461,1
9462,1
9465,2
9467,2
9468,1
9469,1
9471,1
9476,2
9478,2
9479,1
9480,2
9484,2
9485,2
9486,1
9487,1
9488,1
9490,1
9492,2
9493,1
9494,1
9496,1
9497,2
9498,1
9499,2
9504,2
9505,2
9506,3
9507,1
9511,1
9513,1
9514,1
9515,1
9517,2
9522,2
9523,2
9524,1
9527,1
9528,2
9529,1
9531,1
9534,1
9535,1
9537,1
9539,2
9540,1
9542,1
9543,2
9544,2
9545,1
9547,1
9551,2
9552,2
9553,2
9554,1
9555,1
9558,1
9564,1
9565,1
9566,2
9570,1
9571,3
9572,3
9573,2
9574,1
9575,2
9576,1
9580,1
9581,2
9582,1
9584,1
9587,1
9589,1
9592,2
9593,2
9594,1
9596,1
9600,1
9601,1
9605,2
9606,1
9609,1
9612,1
9614,2
9616,1
9617,2
9618,1
9620,2
9621,2
9623,1
9624,2
9625,2
9626,2
9627,1
9631,2
9632,2
9633,1
9634,1
9635,2
9637,1
9641,2
9642,1
9644,1
9647,2
9648,1
9649,2
9650,1
9652,1
9653,2
9654,1
9655,1
9656,1
9659,2
9660,1
9661,1
9664,1
9665,1
9666,1
9669,2
9671,3
9673,1
9674,1
9675,1
9676,2
9677,1
9678,1
9679,1
9680,3
9683,2
9686,1
9688,1
9689,2
9691,2
9700,2
9702,1
9704,2
9706,1
9707,2
9709,1
9711,2
9712,1
9714,2
9715,1
9717,2
9718,2
9720,2
9721,1
9723,2
9724,2
9725,1
9726,1
9729,1
9731,1
9736,2
9737,1
9738,1
9742,1
9745,2
9746,1
9748,1
9751,1
9752,2
9753,1
9755,1
9757,1
9758,2
9760,1
9763,3
9765,1
9769,1
9770,1
9771,2
9772,1
9773,2
9775,1
9776,1
9777,2
9778,2
9783,1
9786,2
9790,3
9791,1
9792,1
9793,1
9796,2
9797,2
9801,2
9802,1
9804,1
9805,2
9806,1
9807,1
9811,3
9812,2
9813,1
9814,1
9815,1
9816,1
9817,1
9818,2
9820,1
9822,1
9823,2
9825,1
9827,2
9831,1
9832,1
9833,1
9837,1
9838,2
9841,2
9844,1
9846,1
9847,3
9849,1
9850,1
9855,2
9856,1
9857,1
9858,2
9860,1
9862,1
9864,2
9866,2
9868,1
9869,1
9870,1
9871,2
9876,1
9878,2
9880,1
9881,1
9885,2
9886,1
9888,2
9889,1
9895,1
9896,1
9897,1
9900,2
9901,1
9902,1
9906,1
9912,2
9913,1
9914,1
9915,2
9916,1
9919,2
9921,2
9922,2
9923,1
9924,1
9925,1
9927,2
9929,1
9930,1
9933,1
9934,1
9936,2
9937,2
9939,1
9944,1
9947,1
9949,2
9950,1
9954,1
9958,2
9960,1
9962,2
9964,1
9967,2
9968,2
9969,2
9970,1
9972,1
9973,2
9974,1
9976,1
9977,2
9981,2
9982,1
9983,2
9984,2
9985,1
9986,1
9989,1
9991,1
9993,2
9994,1
9995,2
9997,2
9998,1
10003,1
10004,1
10005,2
10007,1
10009,1
10012,1
10016,1
10017,1
10024,2
10025,2
10027,1
10028,1
10029,1
10030,1
10031,1
10032,1
10035,2
10040,1
10041,1
10042,1
10043,1
10046,1
10049,2
10052,1
10054,1
10057,1
10058,1
10060,1
10062,1
10063,1
10065,1
10066,1
10071,1
10076,1
10077,2
10079,1
10081,2
10083,2
10086,2
10087,1
10088,1
10091,2
10093,2
10097,1
10098,1
10099,2
10102,1
10107,1
10110,2
10114,1
10116,1
10119,1
10120,3
10126,1
10129,3
10130,1
10134,1
10135,1
10136,1
10138,1
10141,1
10143,2
10147,2
10149,1
10152,2
10154,1
10156,1
10158,1
10159,2
10162,1
10163,1
10164,1
10165,1
10166,2
10169,1
10172,1
10173,2
10174,2
10178,1
10179,2
10180,1
10181,1
10182,1
10183,3
10187,1
10190,1
10196,2
10197,1
10198,2
10199,1
10200,1
10203,1
10205,1
10206,2
10208,2
10209,1
10211,1
10213,2
10216,2
10217,2
10219,1
10221,1
10222,1
10223,2
10224,1
10225,1
10226,2
10227,1
10229,1
10230,1
10234,1
10235,2
10236,2
10237,2
10238,2
10239,1
10242,2
10244,2
10245,2
10247,1
10250,1
10252,1
10253,1
10255,2
10258,1
10259,1
10260,1
10267,1
10268,1
10269,1
10270,1
10271,1
10275,1
10277,1
10279,1
10284,1
10285,2
10286,2
10289,1
10290,2
10293,1
10295,1
10298,2
10299,1
10300,1
10301,1
10302,2
10303,1
10306,2
10307,2
10308,1
10309,2
10311,2
10312,1
10314,1
10317,1
10318,2
10320,1
10322,2
10324,1
10326,2
10327,1
10328,1
10329,2
10330,2
10331,2
10333,1
10336,1
10341,1
10342,1
10346,1
10349,2
10350,1
10351,2
10352,1
10353,2
10356,2
10357,2
10358,1
10361,3
10362,2
10363,1
10370,1
10372,2
10373,2
10374,1
10377,3
10378,1
10379,2
10380,2
10383,2
10384,1
10385,1
10386,2
10387,2
10389,2
10390,2
10391,1
10393,2
10394,3
10401,1
10405,1
10406,1
10408,1
10409,1
10410,2
10412,1
10414,2
10415,1
10418,1
10419,1
10420,1
10426,1
10427,1
10428,2
10429,2
10430,2
10431,1
10435,1
10438,1
10439,2
10440,1
10441,1
10442,1
10443,2
10445,1
10446,1
10449,1
10450,2
10453,1
10457,2
10459,1
10461,1
10464,1
10466,1
10468,2
10472,2
10473,1
10474,2
10476,1
10477,1
10478,1
10479,1
10482,1
10483,1
10484,1
10485,1
10486,1
10488,2
10491,2
10492,2
10495,2
10500,1
10501,2
10504,1
10505,2
10511,1
10512,2
10513,1
10514,1
10516,2
10517,2
10518,1
10519,1
10527,3
10528,1
10529,2
10530,2
10532,1
10534,1
10536,2
10537,1
10539,2
10540,1
10541,1
10543,1
10545,2
10546,1
10547,2
10549,1
10550,1
10551,2
10552,1
10556,1
10557,1
10558,3
10560,2
10562,1
10563,2
10567,3
10568,2
10570,2
10572,1
10573,3
10574,1
10575,1
10576,3
10577,2
10578,1
10579,2
10580,1
10581,1
10582,2
10583,1
10587,2
10588,2
10590,1
10592,1
10594,2
10596,3
10601,2
10603,1
10604,1
10605,2
10611,1
10614,1
10615,1
10616,1
10617,2
10619,2
10621,1
10625,2
10627,2
10631,1
10632,1
10634,1
10637,2
10639,1
10640,1
10642,2
10643,1
10644,1
10646,1
10649,1
10652,1
10653,2
10655,2
10657,1
10660,2
10662,1
10663,1
10664,1
10667,1
10670,1
10672,2
10673,1
10677,2
10679,2
10680,1
10682,1
10683,2
10684,2
10686,2
10689,1
10690,1
10692,2
10693,1
10695,1
10697,1
10699,1
10700,1
10701,2
10702,2
10703,1
10704,1
10706,2
10707,1
10709,2
10710,1
10711,2
10712,2
10714,1
10721,2
10723,2
10725,1
10726,2
10727,1
10729,1
10733,1
10734,1
10736,2
10737,2
10738,2
10739,2
10742,1
10744,2
10746,1
10749,3
10751,1
10756,2
10760,2
10763,1
10765,3
10766,1
10768,2
10769,1
10770,2
10773,1
10774,2
10775,2
10776,3
10779,1
10780,2
10781,2
10783,1
10784,1
10785,1
10786,1
10787,1
10788,3
10791,1
10792,1
10794,2
10795,2
10797,1
10799,1
10802,2
10803,1
10805,1
10807,2
10808,1
10809,2
10811,2
10812,1
10813,1
10815,2
10816,1
10817,1
10820,2
10824,1
10828,1
10830,3
10831,1
10832,1
10836,2
10844,2
10845,1
10846,1
10847,2
10849,1
10851,1
10852,1
10853,1
10854,2
10855,1
10856,1
10858,2
10859,2
10862,2
10864,1
10867,1
10868,2
10869,1
10873,1
10875,1
10878,1
10879,1
10880,1
10881,2
10886,1
10888,1
10889,2
10890,1
10892,2
10894,1
10895,1
10896,2
10897,1
10902,1
10905,2
10907,1
10909,1
10910,2
10911,2
10912,2
10914,1
10916,1
10917,1
10918,2
10919,2
10924,1
10928,1
10929,1
10934,1
10936,1
10938,2
10941,1
10942,1
10944,1
10946,2
10947,1
10949,2
10950,1
10951,2
10954,1
10955,1
10957,1
10960,1
10961,2
10964,1
10968,1
10972,2
10974,2
10978,1
10981,2
10982,2
10983,2
10985,1
10986,2
10988,1
10990,1
10991,1
10992,1
10993,1
10994,2
10995,1
10996,1
10998,3
11006,1
11007,2
11008,1
11011,1
11013,2
11014,2
11017,1
11018,1
11019,1
11020,1
11023,1
11024,1
11025,1
11026,2
11030,1
11033,1
11038,1
11039,2
11041,1
11043,1
11046,2
11048,2
11053,1
11054,1
11056,2
11058,2
11059,1
11061,1
11062,1
11064,1
11065,1
11066,1
11067,1
11068,2
11073,2
11074,1
11077,1
11078,2
11081,2
11082,1
11083,1
11086,1
11088,1
11089,1
11090,1
11091,2
11093,1
11094,1
11097,1
11100,2
11103,2
11104,1
11105,2
11106,1
11107,2
11109,2
11110,1
11112,1
11113,2
11115,2
11116,2
11118,1
11119,1
11120,1
11124,2
11129,1
11130,2
11132,1
11133,1
11134,2
11135,1
11137,2
11139,1
11140,1
11141,1
11142,2
11143,1
11145,1
11146,1
11149,1
11150,2
11151,2
11152,1
11153,2
11155,2
11158,1
11163,3
11166,1
11167,2
11168,1
11170,1
11173,1
11175,1
11177,1
11178,2
11181,1
11182,1
11183,1
11186,1
11188,2
11189,1
11190,1
11191,1
11193,1
11198,2
11199,2
11200,2
11201,2
11202,2
11205,1
11206,1
11210,1
11212,1
11214,1
11216,2
11218,1
11219,1
11220,1
11221,2
11222,1
11224,2
11225,1
11226,1
11228,3
11229,1
11230,1
11231,2
11232,2
11234,1
11236,2
11238,1
11240,2
11244,1
11247,1
11251,1
11252,2
11257,1
11259,1
11260,2
11263,1
11265,2
11266,1
11270,2
11273,1
11274,1
11275,2
11277,2
11284,1
11285,1
11286,1
11287,1
11289,3
11294,1
11295,1
11296,1
11298,2
11300,1
11302,2
11303,1
11304,1
11305,2
11307,1
11310,1
11312,1
11317,3
11320,1
11323,1
11324,2
11329,1
11330,2
11335,1
11338,1
11339,2
11341,1
11342,1
11347,3
11350,2
11354,1
11355,1
11359,2
11360,1
11364,1
11366,1
11368,2
11369,1
11370,3
11375,1
11376,1
11377,1
11379,1
11383,1
11384,2
11385,2
11387,1
11395,1
11396,1
11398,2
11400,1
11402,1
11405,2
11406,1
11407,2
11408,1
11409,1
11412,3
11413,2
11414,2
11416,2
11417,1
11420,1
11424,2
11426,1
11428,2
11429,1
11430,2
11431,1
11435,2
11436,2
11437,1
11439,2
11440,2
11441,1
11444,1
11448,1
11450,1
11452,1
11453,1
11454,1
11455,1
11456,2
11458,1
11460,1
11466,3
11469,2
11470,1
11471,1
11473,2
11474,1
11475,1
11476,1
11479,1
11480,1
11484,1
11486,2
11487,1
11490,1
11491,2
11495,3
11497,1
11500,2
11502,2
11503,2
11506,1
11508,1
11509,2
11511,1
11512,2
11513,1
11514,1
11515,1
11516,1
11517,2
11518,1
11521,2
11522,2
11523,2
11525,2
11528,1
11532,1
11536,3
11537,2
11539,2
11540,3
11541,1
11542,2
11543,1
11544,2
11545,1
11547,1
11548,1
11549,1
11552,1
11557,1
11559,1
11560,1
11561,2
11563,2
11564,2
11566,1
11569,1
11570,1
11571,1
11572,2
11573,2
11578,2
11579,2
11581,1
11584,2
11586,3
11587,1
11589,2
11590,2
11591,1
11593,2
11595,2
11597,1
11599,1
11600,1
11601,1
11606,1
11607,2
11611,1
11612,1
11615,1
11618,1
11620,1
11622,2
11623,1
11625,2
11626,2
11628,1
11632,1
11635,1
11636,2
11640,3
11642,1
11643,1
11644,1
11647,1
11648,2
11649,2
11650,3
11651,1
11652,1
11653,1
11656,1
11659,2
11660,2
11661,1
11662,2
11666,1
11667,2
11669,1
11671,1
11675,1
11676,2
11677,1
11678,2
11679,1
11686,1
11687,2
