,Apparel_Set,Bottomwear,Dress,Innerwear,Loungewear_and_Nightwear,Saree,Socks,Topwear,Casual,Ethnic,Formal,Party,Smart_Casual,Sports,Travel
1830,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1831,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1835,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1837,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1838,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1839,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1842,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1844,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1850,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1857,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1858,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1860,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1862,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1867,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1868,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1869,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1872,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1881,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1882,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1883,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1884,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1885,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1888,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1889,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1891,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1892,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1894,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1895,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1896,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1897,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1899,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1901,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1903,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1906,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1909,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1910,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1912,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1914,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1917,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1919,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1920,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1921,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1925,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1928,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1929,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1934,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1937,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1938,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1942,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1944,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1946,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1947,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1948,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1949,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1950,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1951,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1954,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1955,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1957,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1958,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1960,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1961,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1962,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1963,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1964,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1966,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1968,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1969,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1970,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1971,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1974,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1975,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1976,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1981,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1983,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1985,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1987,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1989,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1992,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1993,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1994,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1996,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1997,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1999,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2001,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2005,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2006,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2007,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2010,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2011,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2012,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2013,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2015,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2016,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2017,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2018,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2021,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2022,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2023,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2025,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2026,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2027,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2028,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2029,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2030,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2032,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2035,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2038,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2042,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2043,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2044,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2047,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2048,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2050,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2056,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2059,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2061,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2062,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2065,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2066,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2068,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2070,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2072,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2073,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2074,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2075,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2076,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2078,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2080,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2081,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2083,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2084,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2085,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2086,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2089,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2090,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2093,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2094,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2095,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2096,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2097,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2101,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2105,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2106,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2109,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2111,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2112,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2113,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2116,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2117,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2118,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2120,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2121,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2123,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2125,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2126,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2128,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2131,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2133,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2134,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2135,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2136,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2138,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2139,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2142,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2146,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2147,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2151,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2152,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2153,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2155,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2156,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2158,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2159,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2161,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2162,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2164,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2165,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2166,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2169,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2171,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2172,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2173,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2177,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2180,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2181,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2183,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2184,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2186,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2188,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2189,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2191,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2192,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2194,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2195,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2196,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2199,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2201,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2203,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2204,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2207,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2210,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2211,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2212,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2213,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2216,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2217,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2219,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2221,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2223,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2226,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2227,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2228,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2229,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2230,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2237,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2239,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2241,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2243,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2245,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2246,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2248,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2249,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2252,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2253,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2257,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2258,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2261,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2262,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2263,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2265,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2267,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2269,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2272,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2278,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2279,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2280,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2284,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2285,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2288,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2294,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2295,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2296,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2301,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2302,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2307,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2309,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2311,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2313,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2314,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2318,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2319,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2322,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2328,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2329,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2330,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2331,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2334,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2336,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2341,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2342,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2344,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2345,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2350,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2354,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2359,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2360,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2363,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2366,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2367,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2369,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2370,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2372,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2373,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2374,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2375,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2379,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2380,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2382,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2384,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2385,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2387,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2389,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2391,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2396,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2400,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2402,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2404,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2406,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2410,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2412,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2414,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2415,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2416,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2418,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2419,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2421,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2423,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2424,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2428,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2430,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2431,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2435,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2437,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2439,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2442,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2443,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2444,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2446,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2451,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2452,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2454,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2455,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2458,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2460,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2462,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2464,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2466,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2469,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2472,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2475,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2476,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2478,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2479,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2482,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2483,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2485,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2487,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2488,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2491,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2493,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2496,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2498,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2499,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2501,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2504,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2506,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2509,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2519,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2520,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2521,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2522,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2525,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2526,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2528,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2529,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2530,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2531,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2533,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2535,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2536,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2538,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2539,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2545,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2547,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2548,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2552,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2553,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2554,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2555,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2557,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2558,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2559,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2563,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2564,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2565,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2567,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2569,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2571,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2572,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2573,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2574,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2575,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2577,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2579,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2580,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2581,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2583,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2586,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2590,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2591,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2594,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2595,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2597,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2598,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2601,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2603,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2605,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2606,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2608,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2611,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2615,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2616,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2619,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2622,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2624,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2625,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2627,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2632,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2633,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2636,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2638,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2640,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2641,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2645,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2647,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2654,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2655,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2656,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2657,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2658,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2661,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2665,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2666,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2668,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2673,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2674,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2679,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2680,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2684,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2690,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
